Ticker,Sentiment Score
PANW,0.2635416666666667
ORCL,0.25953
RSG,0.25922500000000004
REGN,0.25786
COP,0.2573357142857143
LYV,0.25545833333333334
ROP,0.2536285714285714
VMC,0.25298125
UNH,0.25224
MAR,0.25070833333333337
TDG,0.24816
CDNS,0.24803333333333333
NKE,0.2478916666666667
MPWR,0.24470999999999998
TTWO,0.24446999999999997
CARR,0.24363749999999998
AMD,0.24326666666666666
CBOE,0.24295625
NRG,0.24276666666666666
MNST,0.24192
BBWI,0.24175
EIX,0.24128
WFC,0.23996
EVRG,0.23818
ED,0.23714
SYY,0.2334
MMC,0.23254545454545458
O,0.23141000000000003
PNW,0.23036000000000004
MSFT,0.22768000000000002
MCO,0.22544
TXN,0.22505625
SRE,0.22498
FSLR,0.22460833333333333
ADM,0.22429999999999997
ROST,0.22359
GOOGL,0.22335
GOOG,0.22335
NDAQ,0.22291
TAP,0.2228142857142857
HST,0.22267
INVH,0.22171000000000002
FE,0.2211357142857143
BALL,0.2191
MTD,0.21898
COO,0.21849999999999997
BWA,0.21805000000000002
LOW,0.21757000000000004
PCAR,0.21685999999999997
HAS,0.21668333333333334
D,0.21621
ORLY,0.21614285714285714
J,0.21509
IQV,0.2142833333333333
PNR,0.21329000000000004
CSCO,0.21288
TER,0.2117857142857143
SYF,0.21178333333333332
AMZN,0.2100916666666667
EW,0.21002
ON,0.2098416666666667
LVS,0.20944285714285713
CINF,0.20913333333333337
POOL,0.2087125
DD,0.20811000000000002
JKHY,0.20783999999999997
ITW,0.20709500000000003
CSGP,0.20695833333333333
TXT,0.20603749999999998
AFL,0.2057857142857143
HWM,0.20541
GILD,0.20525000000000002
HON,0.20475000000000002
HES,0.204725
CAH,0.20335999999999999
BDX,0.20333
VTRS,0.20322
SJM,0.20304999999999998
ODFL,0.20182857142857147
ABBV,0.2012142857142857
SLB,0.20022500000000001
INTU,0.20012
ADP,0.19987500000000002
MCD,0.19973000000000002
EXPE,0.19888
NEE,0.19777142857142857
UHS,0.19736874999999998
CME,0.19715625
IBM,0.19649999999999998
BRO,0.19646999999999998
SPG,0.19585
AEP,0.19535000000000002
BXP,0.19482500000000003
HLT,0.19424375
DLTR,0.194
AON,0.19366666666666665
AWK,0.19155714285714281
CZR,0.18970000000000004
TDY,0.18955000000000002
SWKS,0.18945
RHI,0.1894
DXCM,0.18914166666666665
DLR,0.18878
PPG,0.18825
FI,0.1879333333333333
DIS,0.1865666666666667
WAT,0.18573
KIM,0.1852818181818182
PWR,0.18406999999999998
OMC,0.18332142857142855
DGX,0.18324374999999998
MAA,0.18299
SCHW,0.18266000000000002
WYNN,0.18154166666666668
GNRC,0.18143
AMP,0.18119166666666667
EA,0.181125
AMT,0.18028750000000002
SO,0.17933000000000002
MHK,0.17917999999999998
MCHP,0.1748
MSI,0.17348000000000002
DG,0.17172
ARE,0.1714
BA,0.17114000000000001
ABNB,0.17045
MET,0.169675
ENPH,0.16948333333333335
PFE,0.16869
PG,0.16811000000000004
IDXX,0.16638
FITB,0.16628500000000002
RTX,0.1658
NCLH,0.16567
CCL,0.16541666666666663
XRAY,0.16513
CVX,0.1635625
MKC,0.16333999999999999
V,0.16194166666666665
IFF,0.16179166666666667
RMD,0.16138333333333332
CNC,0.16115
CI,0.16025
CMCSA,0.16007857142857146
HIG,0.158725
QCOM,0.158
MKTX,0.15646
HPQ,0.1562333333333333
FDS,0.15528999999999998
MOS,0.15448
PTC,0.15402
BLK,0.15395000000000003
COST,0.15366000000000002
FFIV,0.15258333333333332
KMB,0.1522083333333333
IR,0.1517285714285714
HOLX,0.15133000000000002
TSCO,0.15126250000000002
PSA,0.15080000000000002
L,0.15036
PHM,0.14885454545454546
OTIS,0.14763333333333334
PGR,0.14761000000000002
DE,0.14696666666666666
JBHT,0.14675
HSY,0.1463875
ADBE,0.14603333333333332
TROW,0.1459083333333333
SPGI,0.14538999999999996
RVTY,0.14439
WMT,0.14436999999999997
HBAN,0.14419444444444443
AXP,0.144
PSX,0.143925
COF,0.14295
DOW,0.14247142857142855
CVS,0.1423333333333333
MU,0.14215
EG,0.14083333333333334
TMO,0.14045714285714286
JPM,0.14017
CMG,0.14006
ICE,0.13971
UDR,0.13815
KO,0.13794166666666666
GIS,0.13684000000000002
CHTR,0.13589166666666666
DAL,0.13581666666666667
FTNT,0.13566
LDOS,0.13513000000000003
CHRW,0.13464
KEY,0.13407857142857144
CAG,0.13223000000000001
TT,0.1322142857142857
AXON,0.13135833333333333
CRM,0.13081666666666666
A,0.12991
SYK,0.12945
CDAY,0.12944
XYL,0.12855
IVZ,0.128465
CPRT,0.12833
FCX,0.12816818181818182
ALB,0.12699
PH,0.12552000000000002
CMA,0.12534444444444445
SNPS,0.12491000000000001
PFG,0.12465999999999999
CTSH,0.12415000000000001
JNPR,0.12340999999999999
TEL,0.12307000000000001
CE,0.12289000000000001
SNA,0.12288000000000002
TGT,0.12287000000000001
TRV,0.12158333333333333
TJX,0.12127499999999998
CLX,0.12029000000000004
WHR,0.11891
ECL,0.11792
BSX,0.1165
CTVA,0.11629
ETSY,0.11544999999999998
VLO,0.11461500000000002
NWSA,0.11339000000000002
GM,0.11290625000000003
AOS,0.11256
GLW,0.11256
WELL,0.11171666666666667
CFG,0.10974166666666668
MDT,0.10903
DOV,0.1081
BEN,0.10756000000000002
ETN,0.10682222222222222
SBUX,0.10642
VRSK,0.10636999999999999
KDP,0.10575999999999999
BMY,0.10573333333333335
EMR,0.10473125
CL,0.10461499999999999
AVGO,0.1045375
MTB,0.10425
HRL,0.10411000000000001
IRM,0.10321
ELV,0.10155000000000002
INCY,0.09851
CAT,0.09823333333333333
USB,0.09804285714285713
RCL,0.09704285714285714
MS,0.09658999999999998
BKR,0.09629285714285715
F,0.0961875
PODD,0.09558125
WY,0.09485454545454547
LKQ,0.09475625000000001
STLD,0.09397142857142857
NFLX,0.09345
TECH,0.09291
OGN,0.09285999999999998
FTV,0.09266
XOM,0.09131111111111112
ZION,0.09044
EMN,0.09042000000000001
CTLT,0.08869
DHR,0.08838000000000001
JCI,0.08832000000000001
AMCR,0.08813000000000001
LLY,0.08746666666666668
APA,0.08731
PAYC,0.08661
EBAY,0.08620000000000001
T,0.08590833333333332
FMC,0.0859
LYB,0.08585000000000002
CTAS,0.08564000000000001
BAX,0.08519999999999998
LUV,0.08334375
APTV,0.08154999999999998
GPC,0.08090909090909092
PRU,0.07826999999999999
MPC,0.07706666666666667
MO,0.07619444444444444
MCK,0.07615000000000001
WDC,0.07561
UNP,0.07554999999999998
STT,0.0752875
DVA,0.0747
PLD,0.07443333333333334
WRK,0.073625
MGM,0.07355555555555554
GD,0.07085714285714287
EQR,0.07021
ALGN,0.06980624999999999
PYPL,0.06969166666666667
BIO,0.06899999999999999
VRSN,0.06805833333333333
HAL,0.0675
MTCH,0.06727999999999999
GS,0.06660000000000002
BG,0.06609166666666667
EXR,0.06532500000000001
WST,0.06369
YUM,0.06303
FIS,0.06297
ABT,0.06282000000000001
BAC,0.06266
AKAM,0.061320000000000006
AAPL,0.06066000000000001
BK,0.0606
FOX,0.05992000000000001
VFC,0.059519999999999997
MA,0.05939375
DPZ,0.059149999999999994
STX,0.05782
EQIX,0.05671999999999999
NVDA,0.05664
AAL,0.055400000000000005
AMGN,0.05537500000000001
CBRE,0.05531000000000001
NUE,0.05449999999999999
INTC,0.054142857142857145
ROK,0.05403
NOC,0.05322
LRCX,0.05260714285714286
NSC,0.05194000000000001
FAST,0.05185833333333333
NEM,0.051575
ADI,0.04909
IP,0.047358333333333336
LEN,0.04588
VICI,0.04530833333333334
TSN,0.044939999999999994
CB,0.039142857142857146
DHI,0.03302
LH,0.03182
PKG,0.030210000000000008
EL,0.028479999999999995
ZBRA,0.02707
PNC,0.021466666666666665
PARA,0.018366666666666667
KVUE,0.0172
VTR,0.01705
AES,0.016383333333333333
SWK,0.015962500000000004
ANET,0.013309999999999994
IPG,0.012806250000000002
HCA,0.01197
PCG,0.011920000000000004
PM,0.01178333333333334
C,0.010450000000000004
JNJ,0.008529999999999992
EFX,0.007787500000000003
KMX,0.006029999999999991
CSX,0.004255555555555556
BIIB,0.003133333333333335
HPE,0.0016428571428571443
VLTO,0.0
SEE,-0.0020299999999999875
ALK,-0.006408333333333331
TFC,-0.006493750000000001
RF,-0.009600000000000001
BX,-0.013818749999999998
NVR,-0.015980000000000015
UAL,-0.01846666666666667
WAB,-0.020339999999999997
WM,-0.020383333333333326
WBA,-0.02197
ZBH,-0.024260000000000004
ISRG,-0.026916666666666665
VZ,-0.027468181818181822
MRNA,-0.032479999999999995
LHX,-0.036725
PEAK,-0.03818
WBD,-0.043930000000000004
MMM,-0.045149999999999996
ALL,-0.04716
SEDG,-0.053877777777777774
CMI,-0.054621428571428564
CCI,-0.05843333333333334
CPB,-0.059740000000000015
DFS,-0.0663
TSLA,-0.07934285714285715
ILMN,-0.12047500000000001
MRK,-0.28751875
AJG,
AIZ,
AVY,
BRK.B,
BR,
BF.B,
CRL,
EXPD,
FLT,
FOXA,
IT,
GL,
IEX,
MLM,
MAS,
NWS,
NDSN,
RJF,
REG,
STE,
TFX,
WTW,
